,id,sentenceId2,x,y
0,001,03,0,3
1,001,03,7,1
2,001,03,13,0
3,001,03,16,1
4,001,03,20,0
5,001,03,25,2
6,001,03,30,5
7,001,03,24,8
8,001,03,20,9
9,001,03,16,9
10,001,03,11,9
11,001,03,6,7
12,001,03,3,3
13,001,03,12,3
14,001,03,16,4
15,001,03,20,3
16,001,03,27,4
17,001,03,20,3
18,001,03,16,4
19,001,03,12,3
20,003,03,0,5
21,003,03,6,2
22,003,03,13,0
23,003,03,18,1
24,003,03,22,1
25,003,03,28,3
26,003,03,31,7
27,003,03,27,14
28,003,03,22,17
29,003,03,17,17
30,003,03,12,16
31,003,03,5,13
32,003,03,3,6
33,003,03,13,4
34,003,03,18,5
35,003,03,22,5
36,003,03,29,7
37,003,03,22,10
38,003,03,17,11
39,003,03,12,10
40,002,03,0,6
41,002,03,6,2
42,002,03,12,0
43,002,03,17,2
44,002,03,21,1
45,002,03,27,3
46,002,03,31,8
47,002,03,26,14
48,002,03,21,17
49,002,03,16,18
50,002,03,11,17
51,002,03,5,14
52,002,03,3,6
53,002,03,12,5
54,002,03,16,5
55,002,03,21,5
56,002,03,28,8
57,002,03,21,10
58,002,03,16,11
59,002,03,11,10
60,006,03,0,2
61,006,03,7,1
62,006,03,13,0
63,006,03,17,1
64,006,03,21,0
65,006,03,26,2
66,006,03,31,4
67,006,03,26,10
68,006,03,21,12
69,006,03,16,12
70,006,03,12,12
71,006,03,6,9
72,006,03,3,3
73,006,03,13,3
74,006,03,17,3
75,006,03,21,3
76,006,03,28,4
77,006,03,21,6
78,006,03,17,6
79,006,03,12,5
80,007,03,0,4
81,007,03,6,2
82,007,03,12,0
83,007,03,16,2
84,007,03,19,1
85,007,03,25,3
86,007,03,30,5
87,007,03,24,10
88,007,03,19,12
89,007,03,15,13
90,007,03,11,12
91,007,03,6,10
92,007,03,3,5
93,007,03,12,4
94,007,03,15,5
95,007,03,19,4
96,007,03,27,5
97,007,03,19,6
98,007,03,15,7
99,007,03,12,6
100,005,03,0,3
101,005,03,7,1
102,005,03,14,0
103,005,03,18,1
104,005,03,23,0
105,005,03,28,2
106,005,03,33,5
107,005,03,28,13
108,005,03,22,16
109,005,03,17,17
110,005,03,12,16
111,005,03,6,12
112,005,03,3,4
113,005,03,14,4
114,005,03,18,4
115,005,03,23,4
116,005,03,30,6
117,005,03,23,9
118,005,03,18,10
119,005,03,13,9
120,010,03,0,4
121,010,03,7,1
122,010,03,13,0
123,010,03,17,1
124,010,03,21,0
125,010,03,26,2
126,010,03,31,5
127,010,03,25,9
128,010,03,20,10
129,010,03,16,10
130,010,03,12,10
131,010,03,7,8
132,010,03,3,4
133,010,03,13,3
134,010,03,17,4
135,010,03,21,3
136,010,03,28,5
137,010,03,21,4
138,010,03,17,5
139,010,03,13,4
140,004,03,0,4
141,004,03,6,1
142,004,03,13,0
143,004,03,18,1
144,004,03,22,0
145,004,03,28,2
146,004,03,32,6
147,004,03,27,13
148,004,03,22,16
149,004,03,16,17
150,004,03,11,16
151,004,03,5,13
152,004,03,3,4
153,004,03,13,4
154,004,03,17,4
155,004,03,22,4
156,004,03,29,6
157,004,03,22,9
158,004,03,17,10
159,004,03,12,9
160,009,03,0,3
161,009,03,6,2
162,009,03,12,0
163,009,03,16,1
164,009,03,20,0
165,009,03,25,2
166,009,03,30,5
167,009,03,25,9
168,009,03,20,11
169,009,03,15,11
170,009,03,11,11
171,009,03,6,9
172,009,03,2,4
173,009,03,12,4
174,009,03,16,4
175,009,03,20,4
176,009,03,27,5
177,009,03,20,5
178,009,03,16,6
179,009,03,12,5
180,008,03,0,4
181,008,03,6,2
182,008,03,12,0
183,008,03,16,1
184,008,03,20,0
185,008,03,24,3
186,008,03,28,6
187,008,03,23,10
188,008,03,19,12
189,008,03,15,12
190,008,03,10,12
191,008,03,5,10
192,008,03,2,5
193,008,03,11,4
194,008,03,15,4
195,008,03,19,4
196,008,03,25,6
197,008,03,19,6
198,008,03,15,6
199,008,03,11,5
200,001,04,0,3
201,001,04,7,1
202,001,04,13,0
203,001,04,17,1
204,001,04,21,0
205,001,04,26,2
206,001,04,30,5
207,001,04,25,8
208,001,04,20,10
209,001,04,16,10
210,001,04,12,10
211,001,04,6,8
212,001,04,3,3
213,001,04,13,4
214,001,04,17,4
215,001,04,21,4
216,001,04,28,5
217,001,04,21,4
218,001,04,17,4
219,001,04,13,4
220,003,04,0,4
221,003,04,6,2
222,003,04,13,0
223,003,04,18,2
224,003,04,22,1
225,003,04,27,3
226,003,04,31,8
227,003,04,26,15
228,003,04,21,17
229,003,04,16,18
230,003,04,11,17
231,003,04,5,13
232,003,04,2,5
233,003,04,13,5
234,003,04,17,5
235,003,04,22,5
236,003,04,29,8
237,003,04,21,10
238,003,04,17,11
239,003,04,12,10
240,002,04,0,5
241,002,04,6,2
242,002,04,13,0
243,002,04,17,2
244,002,04,21,1
245,002,04,26,3
246,002,04,30,8
247,002,04,26,14
248,002,04,20,17
249,002,04,15,17
250,002,04,11,16
251,002,04,5,13
252,002,04,3,5
253,002,04,12,4
254,002,04,17,5
255,002,04,21,5
256,002,04,28,7
257,002,04,21,10
258,002,04,16,10
259,002,04,12,10
260,006,04,0,3
261,006,04,6,1
262,006,04,13,0
263,006,04,17,2
264,006,04,22,1
265,006,04,27,3
266,006,04,31,6
267,006,04,26,12
268,006,04,21,15
269,006,04,16,15
270,006,04,11,15
271,006,04,5,11
272,006,04,2,4
273,006,04,12,4
274,006,04,17,5
275,006,04,21,4
276,006,04,28,6
277,006,04,21,8
278,006,04,16,9
279,006,04,12,8
280,007,04,0,3
281,007,04,6,1
282,007,04,12,0
283,007,04,16,1
284,007,04,20,0
285,007,04,25,3
286,007,04,30,5
287,007,04,24,10
288,007,04,19,12
289,007,04,15,12
290,007,04,11,11
291,007,04,5,9
292,007,04,2,4
293,007,04,12,4
294,007,04,16,4
295,007,04,20,4
296,007,04,27,5
297,007,04,20,5
298,007,04,16,6
299,007,04,12,5
300,005,04,0,5
301,005,04,7,2
302,005,04,13,0
303,005,04,18,2
304,005,04,22,1
305,005,04,27,3
306,005,04,31,7
307,005,04,27,15
308,005,04,21,18
309,005,04,16,18
310,005,04,11,17
311,005,04,5,14
312,005,04,2,5
313,005,04,13,5
314,005,04,17,5
315,005,04,22,5
316,005,04,29,7
317,005,04,21,11
318,005,04,17,11
319,005,04,12,11
320,010,04,0,4
321,010,04,8,2
322,010,04,14,0
323,010,04,17,1
324,010,04,21,1
325,010,04,25,3
326,010,04,30,6
327,010,04,25,9
328,010,04,20,10
329,010,04,16,10
330,010,04,12,10
331,010,04,7,8
332,010,04,3,4
333,010,04,13,3
334,010,04,17,4
335,010,04,21,4
336,010,04,27,6
337,010,04,20,5
338,010,04,17,5
339,010,04,13,4
340,004,04,0,4
341,004,04,7,1
342,004,04,14,0
343,004,04,18,1
344,004,04,23,0
345,004,04,28,2
346,004,04,32,6
347,004,04,27,13
348,004,04,22,16
349,004,04,17,17
350,004,04,12,16
351,004,04,6,12
352,004,04,3,4
353,004,04,14,4
354,004,04,18,5
355,004,04,22,4
356,004,04,30,6
357,004,04,22,10
358,004,04,18,10
359,004,04,13,9
360,009,04,0,3
361,009,04,7,2
362,009,04,13,0
363,009,04,17,2
364,009,04,21,1
365,009,04,25,2
366,009,04,30,5
367,009,04,25,9
368,009,04,20,10
369,009,04,16,11
370,009,04,11,10
371,009,04,6,8
372,009,04,3,4
373,009,04,12,4
374,009,04,16,5
375,009,04,20,4
376,009,04,28,5
377,009,04,20,5
378,009,04,16,5
379,009,04,12,4
380,008,04,0,4
381,008,04,6,1
382,008,04,12,0
383,008,04,16,1
384,008,04,20,0
385,008,04,25,3
386,008,04,29,6
387,008,04,24,10
388,008,04,19,12
389,008,04,15,13
390,008,04,11,12
391,008,04,5,10
392,008,04,2,4
393,008,04,12,4
394,008,04,16,5
395,008,04,20,4
396,008,04,26,6
397,008,04,20,6
398,008,04,15,6
399,008,04,11,5
400,001,05,0,4
401,001,05,7,1
402,001,05,13,0
403,001,05,16,2
404,001,05,21,1
405,001,05,25,3
406,001,05,30,6
407,001,05,24,10
408,001,05,19,11
409,001,05,15,11
410,001,05,11,10
411,001,05,6,8
412,001,05,3,4
413,001,05,12,4
414,001,05,16,5
415,001,05,20,5
416,001,05,27,6
417,001,05,20,5
418,001,05,16,5
419,001,05,12,5
420,003,05,0,5
421,003,05,6,1
422,003,05,13,0
423,003,05,17,1
424,003,05,21,1
425,003,05,26,3
426,003,05,30,8
427,003,05,25,14
428,003,05,20,17
429,003,05,15,17
430,003,05,10,16
431,003,05,4,13
432,003,05,3,5
433,003,05,12,4
434,003,05,16,5
435,003,05,21,5
436,003,05,27,8
437,003,05,20,10
438,003,05,16,10
439,003,05,11,9
440,002,05,0,4
441,002,05,7,2
442,002,05,13,0
443,002,05,17,2
444,002,05,21,1
445,002,05,25,4
446,002,05,29,8
447,002,05,24,14
448,002,05,19,16
449,002,05,15,16
450,002,05,10,15
451,002,05,5,12
452,002,05,3,5
453,002,05,12,5
454,002,05,16,5
455,002,05,20,5
456,002,05,26,8
457,002,05,20,9
458,002,05,16,10
459,002,05,12,9
460,006,05,0,4
461,006,05,7,2
462,006,05,13,0
463,006,05,17,2
464,006,05,21,1
465,006,05,26,3
466,006,05,31,6
467,006,05,25,12
468,006,05,20,15
469,006,05,15,15
470,006,05,11,14
471,006,05,5,11
472,006,05,3,4
473,006,05,13,4
474,006,05,17,5
475,006,05,21,5
476,006,05,28,6
477,006,05,21,8
478,006,05,16,8
479,006,05,12,8
480,007,05,0,4
481,007,05,6,2
482,007,05,12,0
483,007,05,16,2
484,007,05,20,1
485,007,05,25,3
486,007,05,29,6
487,007,05,24,10
488,007,05,19,12
489,007,05,15,12
490,007,05,10,12
491,007,05,5,10
492,007,05,2,4
493,007,05,11,4
494,007,05,16,5
495,007,05,20,4
496,007,05,27,6
497,007,05,20,5
498,007,05,15,6
499,007,05,11,5
500,005,05,0,3
501,005,05,7,1
502,005,05,14,0
503,005,05,18,1
504,005,05,23,0
505,005,05,28,2
506,005,05,32,7
507,005,05,27,14
508,005,05,22,17
509,005,05,17,17
510,005,05,12,16
511,005,05,5,12
512,005,05,3,4
513,005,05,13,3
514,005,05,18,4
515,005,05,23,4
516,005,05,30,7
517,005,05,22,10
518,005,05,17,11
519,005,05,13,10
520,010,05,0,4
521,010,05,7,1
522,010,05,13,0
523,010,05,16,1
524,010,05,20,0
525,010,05,25,2
526,010,05,30,5
527,010,05,24,8
528,010,05,20,10
529,010,05,15,10
530,010,05,11,9
531,010,05,6,8
532,010,05,3,4
533,010,05,12,3
534,010,05,16,4
535,010,05,20,3
536,010,05,27,5
537,010,05,20,4
538,010,05,16,5
539,010,05,12,4
540,004,05,0,4
541,004,05,7,1
542,004,05,13,0
543,004,05,18,1
544,004,05,22,1
545,004,05,28,3
546,004,05,31,8
