,id,sentenceId2,x,y
0,014,03,0,4
1,014,03,5,2
2,014,03,10,0
3,014,03,13,1
4,014,03,16,0
5,014,03,21,2
6,014,03,26,4
7,014,03,21,7
8,014,03,17,9
9,014,03,13,9
10,014,03,9,9
11,014,03,5,8
12,014,03,2,4
13,014,03,10,4
14,014,03,13,4
15,014,03,17,4
16,014,03,24,4
17,014,03,17,4
18,014,03,13,5
19,014,03,10,4
20,001,03,0,4
21,001,03,5,2
22,001,03,9,0
23,001,03,13,1
24,001,03,16,0
25,001,03,21,1
26,001,03,27,4
27,001,03,22,7
28,001,03,17,9
29,001,03,13,9
30,001,03,9,9
31,001,03,5,8
32,001,03,2,4
33,001,03,9,4
34,001,03,13,4
35,001,03,17,4
36,001,03,25,4
37,001,03,16,4
38,001,03,13,4
39,001,03,9,4
40,003,03,0,5
41,003,03,5,2
42,003,03,10,0
43,003,03,13,1
44,003,03,17,0
45,003,03,22,2
46,003,03,28,5
47,003,03,23,10
48,003,03,18,12
49,003,03,14,12
50,003,03,10,12
51,003,03,5,10
52,003,03,3,5
53,003,03,10,4
54,003,03,14,4
55,003,03,17,4
56,003,03,25,5
57,003,03,17,6
58,003,03,14,7
59,003,03,10,6
60,002,03,0,5
61,002,03,5,2
62,002,03,10,0
63,002,03,14,1
64,002,03,17,0
65,002,03,23,2
66,002,03,28,5
67,002,03,23,10
68,002,03,18,12
69,002,03,14,12
70,002,03,10,12
71,002,03,5,10
72,002,03,3,5
73,002,03,10,4
74,002,03,14,5
75,002,03,18,4
76,002,03,25,5
77,002,03,17,6
78,002,03,14,7
79,002,03,10,7
80,012,03,0,7
81,012,03,4,2
82,012,03,11,0
83,012,03,15,1
84,012,03,20,0
85,012,03,26,1
86,012,03,32,5
87,012,03,27,14
88,012,03,21,18
89,012,03,16,19
90,012,03,10,18
91,012,03,4,15
92,012,03,2,7
93,012,03,11,4
94,012,03,15,4
95,012,03,20,3
96,012,03,30,6
97,012,03,20,12
98,012,03,15,13
99,012,03,11,13
100,006,03,0,7
101,006,03,4,2
102,006,03,8,0
103,006,03,11,1
104,006,03,14,0
105,006,03,19,2
106,006,03,23,6
107,006,03,19,11
108,006,03,15,14
109,006,03,11,14
110,006,03,8,14
111,006,03,4,12
112,006,03,3,6
113,006,03,8,4
114,006,03,11,4
115,006,03,15,4
116,006,03,20,6
117,006,03,15,8
118,006,03,11,9
119,006,03,8,8
120,007,03,0,7
121,007,03,3,2
122,007,03,7,0
123,007,03,10,1
124,007,03,13,0
125,007,03,17,2
126,007,03,20,7
127,007,03,17,12
128,007,03,13,14
129,007,03,10,14
130,007,03,7,14
131,007,03,3,12
132,007,03,2,7
133,007,03,7,4
134,007,03,10,4
135,007,03,13,4
136,007,03,18,7
137,007,03,13,9
138,007,03,10,9
139,007,03,7,9
140,013,03,0,6
141,013,03,5,2
142,013,03,11,0
143,013,03,15,1
144,013,03,19,0
145,013,03,25,2
146,013,03,30,6
147,013,03,25,12
148,013,03,20,14
149,013,03,15,15
150,013,03,10,15
151,013,03,5,12
152,013,03,3,6
153,013,03,11,5
154,013,03,15,5
155,013,03,19,5
156,013,03,28,6
157,013,03,19,8
158,013,03,15,9
159,013,03,11,9
160,005,03,0,6
161,005,03,4,2
162,005,03,8,0
163,005,03,11,1
164,005,03,14,0
165,005,03,18,2
166,005,03,22,6
167,005,03,19,9
168,005,03,15,10
169,005,03,11,10
170,005,03,8,10
171,005,03,4,9
172,005,03,2,5
173,005,03,8,4
174,005,03,11,4
175,005,03,14,3
176,005,03,20,5
177,005,03,14,5
178,005,03,11,5
179,005,03,8,5
180,011,03,0,5
181,011,03,4,2
182,011,03,8,0
183,011,03,11,1
184,011,03,14,0
185,011,03,18,2
186,011,03,23,5
187,011,03,18,8
188,011,03,15,9
189,011,03,11,9
190,011,03,8,9
191,011,03,5,8
192,011,03,3,5
193,011,03,8,3
194,011,03,11,4
195,011,03,14,3
196,011,03,21,5
197,011,03,14,4
198,011,03,11,5
199,011,03,8,4
200,010,03,0,5
201,010,03,4,2
202,010,03,8,0
203,010,03,11,1
204,010,03,14,0
205,010,03,19,2
