,id,sentenceId2,x,y
0,014,03,0,6
1,014,03,5,3
2,014,03,10,0
3,014,03,13,1
4,014,03,17,0
5,014,03,21,2
6,014,03,26,6
7,014,03,21,9
8,014,03,16,10
9,014,03,13,11
10,014,03,9,10
11,014,03,5,9
12,014,03,2,5
13,014,03,10,4
14,014,03,13,4
15,014,03,16,4
16,014,03,23,6
17,014,03,16,6
18,014,03,13,6
19,014,03,9,6
20,015,03,0,5
21,015,03,6,2
22,015,03,11,0
23,015,03,15,1
24,015,03,19,0
25,015,03,23,2
26,015,03,27,5
27,015,03,23,9
28,015,03,19,10
29,015,03,14,10
30,015,03,10,10
31,015,03,6,9
32,015,03,2,5
33,015,03,11,3
34,015,03,15,4
35,015,03,19,3
36,015,03,25,5
37,015,03,18,5
38,015,03,15,5
39,015,03,11,5
40,001,03,0,5
41,001,03,5,2
42,001,03,10,0
43,001,03,14,2
44,001,03,18,1
45,001,03,22,2
46,001,03,27,5
47,001,03,22,8
48,001,03,17,9
49,001,03,13,9
50,001,03,10,9
51,001,03,5,8
52,001,03,2,4
53,001,03,10,4
54,001,03,14,4
55,001,03,17,4
56,001,03,25,5
57,001,03,17,4
58,001,03,14,4
59,001,03,10,4
60,017,03,0,7
61,017,03,4,3
62,017,03,9,0
63,017,03,12,1
64,017,03,15,0
65,017,03,19,3
66,017,03,22,8
67,017,03,18,11
68,017,03,14,13
69,017,03,11,13
70,017,03,8,12
71,017,03,4,11
72,017,03,2,6
73,017,03,9,4
74,017,03,12,4
75,017,03,15,4
76,017,03,20,7
77,017,03,14,8
78,017,03,11,8
79,017,03,8,7
80,003,03,0,4
81,003,03,5,2
82,003,03,11,0
83,003,03,15,2
84,003,03,19,1
85,003,03,25,2
86,003,03,31,5
87,003,03,25,12
88,003,03,19,13
89,003,03,15,14
90,003,03,11,13
91,003,03,5,11
92,003,03,2,4
93,003,03,11,4
94,003,03,15,4
95,003,03,19,4
96,003,03,29,6
97,003,03,19,8
98,003,03,15,9
99,003,03,11,8
100,002,03,0,4
101,002,03,5,2
102,002,03,10,0
103,002,03,14,2
104,002,03,17,1
105,002,03,22,2
106,002,03,27,5
107,002,03,22,9
108,002,03,17,10
109,002,03,13,10
110,002,03,9,10
111,002,03,5,8
112,002,03,2,4
113,002,03,10,4
114,002,03,14,5
115,002,03,17,4
116,002,03,25,5
117,002,03,17,5
118,002,03,14,5
119,002,03,10,5
120,016,03,0,5
121,016,03,5,2
122,016,03,11,0
123,016,03,15,1
124,016,03,19,0
125,016,03,24,1
126,016,03,29,5
127,016,03,24,9
128,016,03,19,11
129,016,03,15,11
130,016,03,10,11
131,016,03,5,10
132,016,03,2,5
133,016,03,11,3
134,016,03,15,4
135,016,03,19,3
136,016,03,26,5
137,016,03,19,6
138,016,03,15,6
139,016,03,11,6
140,012,03,0,7
141,012,03,5,3
142,012,03,10,0
143,012,03,12,1
144,012,03,15,0
145,012,03,19,3
146,012,03,23,7
147,012,03,18,10
148,012,03,15,10
149,012,03,12,10
150,012,03,9,10
151,012,03,5,9
152,012,03,3,6
153,012,03,9,4
154,012,03,12,5
155,012,03,15,5
156,012,03,20,7
157,012,03,15,5
158,012,03,12,5
159,012,03,9,5
160,006,03,0,3
161,006,03,6,1
162,006,03,12,0
163,006,03,17,1
164,006,03,21,0
165,006,03,27,2
166,006,03,33,4
167,006,03,27,10
168,006,03,21,12
169,006,03,16,12
170,006,03,11,12
171,006,03,5,10
172,006,03,2,3
173,006,03,12,3
174,006,03,16,4
175,006,03,21,4
176,006,03,30,4
177,006,03,21,7
178,006,03,16,8
179,006,03,11,7
180,007,03,0,4
181,007,03,6,2
182,007,03,13,0
183,007,03,17,1
184,007,03,21,0
185,007,03,27,2
186,007,03,32,5
187,007,03,27,12
188,007,03,21,14
189,007,03,16,14
190,007,03,12,14
191,007,03,6,11
192,007,03,3,5
193,007,03,12,4
194,007,03,17,4
195,007,03,21,4
196,007,03,30,6
197,007,03,21,9
198,007,03,16,9
199,007,03,12,9
200,013,03,0,7
201,013,03,5,3
202,013,03,9,0
203,013,03,12,2
204,013,03,15,0
205,013,03,19,3
206,013,03,22,7
207,013,03,18,9
208,013,03,14,10
209,013,03,11,10
210,013,03,8,10
211,013,03,5,9
212,013,03,3,6
213,013,03,9,4
214,013,03,12,5
215,013,03,14,5
216,013,03,20,6
217,013,03,14,5
218,013,03,11,5
219,013,03,9,5
220,005,03,0,3
221,005,03,6,1
222,005,03,12,0
223,005,03,17,1
224,005,03,21,0
225,005,03,27,1
226,005,03,32,3
227,005,03,27,9
228,005,03,21,11
229,005,03,16,12
230,005,03,11,11
231,005,03,5,9
232,005,03,2,3
233,005,03,12,3
234,005,03,17,4
235,005,03,21,3
236,005,03,30,4
237,005,03,21,6
238,005,03,16,7
239,005,03,12,6
240,011,03,0,6
241,011,03,5,3
242,011,03,9,0
243,011,03,12,1
244,011,03,16,0
245,011,03,20,2
246,011,03,24,6
247,011,03,19,9
248,011,03,15,10
249,011,03,12,11
250,011,03,9,10
251,011,03,4,9
252,011,03,2,6
253,011,03,9,4
254,011,03,12,4
255,011,03,15,4
256,011,03,22,6
257,011,03,15,5
258,011,03,12,6
259,011,03,9,5
260,010,03,0,8
261,010,03,5,3
262,010,03,10,0
263,010,03,14,1
264,010,03,17,0
265,010,03,22,3
266,010,03,26,8
267,010,03,22,11
268,010,03,17,13
269,010,03,13,13
270,010,03,10,13
271,010,03,5,12
272,010,03,2,8
273,010,03,10,5
274,010,03,14,5
275,010,03,17,5
276,010,03,23,7
277,010,03,17,7
278,010,03,13,8
279,010,03,10,7
280,004,03,0,3
281,004,03,6,1
282,004,03,12,0
283,004,03,16,1
284,004,03,21,0
285,004,03,27,1
286,004,03,32,4
287,004,03,26,11
288,004,03,21,13
289,004,03,16,13
290,004,03,11,13
291,004,03,5,10
292,004,03,2,4
293,004,03,12,3
294,004,03,16,4
295,004,03,21,3
296,004,03,30,5
297,004,03,20,8
298,004,03,16,8
299,004,03,12,8
300,021,03,0,7
301,021,03,4,2
302,021,03,8,0
303,021,03,10,1
