,id,sentenceId2,x,y
0,001,03,0,4
1,001,03,5,2
2,001,03,10,0
3,001,03,13,2
4,001,03,17,1
5,001,03,21,2
6,001,03,26,5
7,001,03,21,8
8,001,03,17,9
9,001,03,13,9
10,001,03,9,9
11,001,03,5,7
12,001,03,2,4
13,001,03,10,4
14,001,03,13,5
15,001,03,17,4
16,001,03,24,5
17,001,03,17,4
18,001,03,13,5
19,001,03,10,4
20,003,03,0,8
21,003,03,5,2
22,003,03,11,0
23,003,03,14,1
24,003,03,18,0
25,003,03,23,3
26,003,03,27,8
27,003,03,23,14
28,003,03,18,16
29,003,03,14,17
30,003,03,10,16
31,003,03,5,14
32,003,03,3,8
33,003,03,11,5
34,003,03,14,6
35,003,03,18,6
36,003,03,24,8
37,003,03,18,9
38,003,03,14,9
39,003,03,10,9
40,002,03,0,8
41,002,03,5,2
42,002,03,11,0
43,002,03,14,1
44,002,03,18,0
45,002,03,23,3
46,002,03,26,8
47,002,03,22,15
48,002,03,18,18
49,002,03,14,19
50,002,03,10,18
51,002,03,5,15
52,002,03,3,8
53,002,03,11,5
54,002,03,14,5
55,002,03,18,5
56,002,03,24,8
57,002,03,18,10
58,002,03,14,11
59,002,03,10,11
60,006,03,0,9
61,006,03,3,3
62,006,03,9,0
63,006,03,13,1
64,006,03,17,0
65,006,03,22,3
66,006,03,25,9
67,006,03,22,17
68,006,03,17,20
69,006,03,13,21
70,006,03,8,21
71,006,03,3,17
72,006,03,2,9
73,006,03,9,6
74,006,03,13,6
75,006,03,17,6
76,006,03,22,9
77,006,03,17,12
78,006,03,13,13
79,006,03,9,12
80,007,03,0,10
81,007,03,3,4
82,007,03,9,1
83,007,03,12,2
84,007,03,15,0
85,007,03,20,4
86,007,03,22,10
87,007,03,20,17
88,007,03,15,19
89,007,03,12,20
90,007,03,8,19
91,007,03,3,17
92,007,03,2,10
93,007,03,9,7
94,007,03,12,7
95,007,03,15,7
96,007,03,20,10
97,007,03,15,10
98,007,03,12,11
99,007,03,9,10
100,005,03,0,8
101,005,03,5,3
102,005,03,12,0
103,005,03,16,1
104,005,03,20,0
105,005,03,26,2
106,005,03,29,8
107,005,03,26,16
108,005,03,21,20
109,005,03,16,20
110,005,03,11,20
111,005,03,5,16
112,005,03,3,8
113,005,03,12,6
114,005,03,16,6
115,005,03,20,6
116,005,03,27,8
117,005,03,20,12
118,005,03,16,12
119,005,03,12,12
120,004,03,0,6
