,id,sentenceId2,x,y
0,001,03,0,8
1,001,03,4,3
2,001,03,9,0
3,001,03,12,1
4,001,03,16,0
5,001,03,21,2
6,001,03,26,7
7,001,03,22,11
8,001,03,17,13
9,001,03,13,13
10,001,03,9,13
11,001,03,4,12
12,001,03,2,8
13,001,03,9,6
14,001,03,13,6
15,001,03,16,5
16,001,03,24,7
17,001,03,16,7
18,001,03,13,7
19,001,03,9,7
20,003,03,0,9
21,003,03,4,4
22,003,03,9,1
23,003,03,12,1
24,003,03,16,0
25,003,03,21,2
26,003,03,26,7
27,003,03,22,12
28,003,03,17,15
29,003,03,13,16
30,003,03,9,16
31,003,03,4,14
32,003,03,3,9
33,003,03,9,6
34,003,03,13,6
35,003,03,16,6
36,003,03,24,7
37,003,03,16,8
38,003,03,13,9
39,003,03,9,9
40,002,03,0,9
41,002,03,4,3
42,002,03,9,0
43,002,03,13,1
44,002,03,16,0
45,002,03,22,2
46,002,03,27,7
47,002,03,22,11
48,002,03,17,14
49,002,03,13,14
50,002,03,9,14
51,002,03,4,13
52,002,03,2,8
53,002,03,9,6
54,002,03,13,6
55,002,03,17,5
56,002,03,24,7
57,002,03,17,7
58,002,03,13,8
59,002,03,9,8
60,012,03,0,7
61,012,03,5,3
62,012,03,10,0
63,012,03,13,1
64,012,03,17,0
65,012,03,22,2
66,012,03,28,5
67,012,03,23,10
68,012,03,18,12
69,012,03,14,12
70,012,03,10,12
71,012,03,5,11
72,012,03,3,7
73,012,03,10,5
74,012,03,13,5
75,012,03,17,5
76,012,03,26,5
77,012,03,17,6
78,012,03,13,7
79,012,03,10,7
80,006,03,0,9
81,006,03,4,4
82,006,03,9,1
83,006,03,12,1
84,006,03,16,0
85,006,03,21,3
86,006,03,26,8
87,006,03,22,13
88,006,03,17,16
89,006,03,12,16
90,006,03,8,16
91,006,03,4,14
92,006,03,2,9
93,006,03,9,6
94,006,03,12,6
95,006,03,16,6
96,006,03,23,8
97,006,03,16,9
98,006,03,12,9
99,006,03,9,9
100,007,03,0,9
101,007,03,4,4
